Species,Owner,Country,Farm.Name,Lot.Number
Arabica,exportadora de cafe condor s.a,Colombia,,
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,
Arabica,racafe & cia s.c.a,Colombia,,3-37-0059
Arabica,bismarck castro,Honduras,las cuchillas,149
Arabica,angel oscar medina rodriguez,Mexico,,1
Arabica,cafebras,Brazil,fazenda sacramento,
Arabica,cadexsa,Honduras,bethel,
Arabica,jacques pereira carneiro,Brazil,sertao farm,
Arabica,victoria,Philippines,bacofa,
Arabica,afca,Malawi,usingini farm,
Arabica,mayra yessenia torres,Honduras,el cerron,
Arabica,julio perez hernandez,Mexico,,
Arabica,hector gabriel barreda nader,Mexico,cruz verde,
Arabica,klem organics,Brazil,fazendas klem ltda,KLEM-C08        
Arabica,"lin, che-hao krude ?????????",Taiwan,jing jing caf?? ???????????????????????????,2016NA Lot001
Arabica,ipanema coffees,Brazil,rio verde,
Arabica,"comercial internacional exportadora, s.a.",Nicaragua,cafetales santa matilde,
Arabica,cadexsa,Honduras,cerro bueno,
Arabica,essencecoffee,Guatemala,el injerto s.a.,
Arabica,shangrilla estate ltd,"Tanzania, United Republic Of",shangrilla estate,
Arabica,cqi taiwan icp cqi??????????????????,Taiwan,jia jia coffee ???????????????,
Arabica,juan luis alvarado romero,Guatemala,finca medina,
Arabica,alfredo bojalil,Mexico,finca chanjul,
Arabica,"exportadora atlantic, s.a.",Nicaragua,las promesas de san blass,017-053-0134
Arabica,immaculata john,"Tanzania, United Republic Of",mviwambi coffee farmers,
Arabica,andreas kussmaul,Mexico,exportadora caf?? california,
Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,
Arabica,,Honduras,los hicaques,
Arabica,???????????? koju matsuzawa,Thailand,,
Arabica,victoria,Philippines,"irisan, baguio",
Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",ampcg,
Arabica,afca,Malawi,makoka valley estate,
Arabica,eric thormaehlen,Costa Rica,various,
Arabica,bourbon specialty coffees,Brazil,juliana,
Arabica,julio perez hernandez,Mexico,,
Arabica,the coffee source inc.,Guatemala,finca quequesquez,
Arabica,nucoffee,Brazil,fazenda s??o sebasti??o,
Arabica,kona pacific farmers cooperative,United States (Hawaii),,
Arabica,kerchanshe,Ethiopia,,1
Arabica,gregorio sebba,Brazil,fazenda s??o jos?? mirante,14
Arabica,rolando lacayo,Nicaragua,cafetales santa matilde,
Arabica,wali ali,United States,,
Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",mwalyego amcos,
Arabica,the coffee source inc.,Costa Rica,santa laura,
Arabica,german negron,United States (Puerto Rico),hacienda caracolillo,
Arabica,obed rendon ponce,Mexico,"san fernando, chiapas",
Arabica,diego manuel woolrich ramirez,Mexico,cafetal sinai,
Arabica,gerardo hernandez valderrabano,Mexico,,
Arabica,balbino ramirez flores,Mexico,el desmoronado,
Arabica,kona pacific farmers cooperative,United States (Hawaii),,
Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,43104350 - K25247
Arabica,consejo salvadore??o del caf??,El Salvador,santa josefita,1-198
