SNo,ObservationDate,Province/State,Country,Confirmed,Deaths,Recovered
838,,Queensland,Australia,2020-02-04T16:53:03,3,0,0
839,,,India,2020-02-03T21:43:02,3,0,0
840,,South Australia,Australia,,2,0,0
841,,British Columbia,Canada,2020-02-05T17:33:03,2,0,0
842,,"Toronto, ON",Canada,,2,0,0
843,,,Italy,,2,0,0
844,,,Philippines,2020-02-02T03:33:07,2,1,0
845,,,Russia,2020-01-31T16:13:45,2,0,0
846,,,UK,2020-02-01T01:52:40,2,0,0
847,,"Chicago, IL",US,2020-02-01T19:43:03,2,0,0
848,,"San Benito, CA",US,2020-02-03T03:53:02,2,0,0
849,,"Santa Clara, CA",US,2020-02-03T00:43:02,2,0,0
850,,,Belgium,2020-02-04T15:43:02,1,0,0
851,,,Cambodia,2020-01-31T08:15:53,1,0,0
852,02/05/2020,"London, ON",Canada,2020-02-04T00:03:11,1,0,0
853,02/05/2020,,Finland,2020-01-31T08:15:53,1,0,0
854,02/05/2020,Tibet,Mainland China,2020-02-01T01:52:40,1,0,0
855,02/05/2020,,Nepal,2020-01-31T08:15:53,1,0,0
856,02/05/2020,,Spain,2020-02-01T23:43:02,1,0,0
857,02/05/2020,,Sri Lanka,2020-01-31T08:15:53,1,0,0
858,02/05/2020,,Sweden,2020-02-01T02:13:26,1,0,0
859,02/05/2020,"Boston, MA",US,2020-02-01T19:43:03,1,0,0
860,02/05/2020,"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0
861,02/05/2020,"Madison, WI",US,2020-02-05T21:53:02,1,0,0
862,02/05/2020,"Orange, CA",US,,1,0,0
863,02/05/2020,"Seattle, WA",US,,1,0,0
864,02/05/2020,"Tempe, AZ",US,,1,0,0
865,02/05/2020,Unknown,China,,0,0,0
866,02/05/2020,,Kiribati,2020-02-05T23:13:12,0,0,0
867,02/06/2020,Hubei,Mainland China,2020-02-06T23:23:02,22112,618,817
868,02/06/2020,Guangdong,Mainland China,2020-02-06T12:43:02,970,0,69
869,02/06/2020,Zhejiang,Mainland China,2020-02-06T10:53:04,954,0,94
870,02/06/2020,Henan,Mainland China,2020-02-06T11:23:14,851,2,56
871,02/06/2020,Hunan,Mainland China,2020-02-06T13:13:06,711,0,81
872,02/06/2020,Jiangxi,Mainland China,2020-02-06T02:33:01,600,0,37
873,02/06/2020,Anhui,Mainland China,2020-02-06T13:33:02,591,0,34
874,02/06/2020,Chongqing,Mainland China,2020-02-06T23:33:02,411,2,24
875,02/06/2020,Jiangsu,Mainland China,2020-02-06T08:03:10,373,0,34
876,02/06/2020,Shandong,Mainland China,2020-02-06T07:53:02,347,0,27
877,02/06/2020,Sichuan,Mainland China,2020-02-06T08:03:10,321,1,31
878,02/06/2020,Beijing,Mainland China,2020-02-06T03:23:11,274,1,31
879,02/06/2020,Shanghai,Mainland China,2020-02-06T06:53:07,257,1,25
880,02/06/2020,Heilongjiang,Mainland China,2020-02-06T08:13:06,227,3,8
881,02/06/2020,Fujian,Mainland China,2020-02-06T11:03:19,215,0,14
882,02/06/2020,Shaanxi,Mainland China,2020-02-06T13:53:02,173,0,9
883,02/06/2020,Guangxi,Mainland China,2020-02-06T04:13:13,168,0,14
884,02/06/2020,Hebei,Mainland China,2020-02-06T13:53:02,157,1,13
885,02/06/2020,Yunnan,Mainland China,2020-02-06T09:43:02,133,0,7
886,02/06/2020,Hainan,Mainland China,2020-02-06T11:13:24,106,1,8
887,02/06/2020,Shanxi,Mainland China,2020-02-06T23:03:02,96,0,12
888,02/06/2020,Liaoning,Mainland China,2020-02-06T14:33:02,94,0,5
889,02/06/2020,Tianjin,Mainland China,2020-02-06T23:43:01,79,1,2
890,02/06/2020,Guizhou,Mainland China,2020-02-06T09:53:02,71,1,6
891,02/06/2020,Gansu,Mainland China,2020-02-05T16:23:06,62,0,6
892,02/06/2020,Jilin,Mainland China,2020-02-06T14:23:04,59,0,4
893,02/06/2020,Inner Mongolia,Mainland China,2020-02-06T02:23:08,46,0,4
894,02/06/2020,,Japan,2020-02-06T02:53:03,45,0,1
895,02/06/2020,Ningxia,Mainland China,2020-02-06T02:13:15,40,0,1
896,02/06/2020,Xinjiang,Mainland China,2020-02-06T01:13:08,36,0,0
897,02/06/2020,,Singapore,2020-02-05T16:33:03,28,0,0
898,02/06/2020,,Thailand,2020-02-04T15:33:03,25,0,10
899,02/06/2020,Hong Kong,Hong Kong,2020-02-06T14:43:02,24,1,0
900,02/06/2020,,South Korea,2020-02-06T02:53:03,23,0,0
901,02/06/2020,Qinghai,Mainland China,2020-02-06T02:13:15,18,0,3
902,02/06/2020,Taiwan,Taiwan,2020-02-06T15:03:04,16,0,1
903,02/06/2020,,Germany,2020-02-03T20:53:02,12,0,0
904,02/06/2020,,Malaysia,2020-02-05T15:43:02,12,0,0
905,02/06/2020,Macau,Macau,2020-02-06T14:23:04,10,0,1
906,02/06/2020,,Vietnam,2020-02-06T01:13:08,10,0,1
907,02/06/2020,,France,2020-02-01T01:52:40,6,0,0
908,02/06/2020,,United Arab Emirates,2020-02-02T05:43:01,5,0,0
909,02/06/2020,New South Wales,Australia,2020-02-06T03:13:22,4,0,2
910,02/06/2020,Queensland,Australia,2020-02-06T02:53:03,4,0,0
911,02/06/2020,Victoria,Australia,2020-02-01T18:12:49,4,0,0
912,02/06/2020,,India,2020-02-03T21:43:02,3,0,0
913,02/06/2020,South Australia,Australia,2020-02-02T22:33:07,2,0,0
914,02/06/2020,British Columbia,Canada,2020-02-05T17:33:03,2,0,0
915,02/06/2020,"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0
916,02/06/2020,,Italy,2020-01-31T08:15:53,2,0,0
917,02/06/2020,,Philippines,2020-02-02T03:33:07,2,1,0
918,02/06/2020,,Russia,2020-01-31T16:13:45,2,0,0
919,02/06/2020,,UK,2020-02-01T01:52:40,2,0,0
920,02/06/2020,"Chicago, IL",US,2020-02-01T19:43:03,2,0,0
921,02/06/2020,"San Benito, CA",US,2020-02-03T03:53:02,2,0,0
922,02/06/2020,"Santa Clara, CA",US,2020-02-03T00:43:02,2,0,0
923,02/06/2020,,Belgium,2020-02-04T15:43:02,1,0,0
924,02/06/2020,,Cambodia,2020-01-31T08:15:53,1,0,0
925,02/06/2020,"London, ON",Canada,2020-02-04T00:03:11,1,0,0
926,02/06/2020,,Finland,2020-01-31T08:15:53,1,0,0
927,02/06/2020,Tibet,Mainland China,2020-02-01T01:52:40,1,0,0
928,02/06/2020,,Nepal,2020-01-31T08:15:53,1,0,0
929,02/06/2020,,Spain,2020-02-01T23:43:02,1,0,0
930,02/06/2020,,Sri Lanka,2020-01-31T08:15:53,1,0,0
931,02/06/2020,,Sweden,2020-02-01T02:13:26,1,0,0
932,02/06/2020,"Boston, MA",US,2020-02-01T19:43:03,1,0,0
933,02/06/2020,,US,2020-02-01T19:53:03,1,0,0
934,02/06/2020,,US,2020-02-05T21:53:02,1,0,0
935,02/06/2020,,US,2020-02-01T19:53:03,1,0,0
936,02/06/2020,,US,2020-02-01T19:43:03,1,0,0
937,02/06/2020,,US,2020-02-01T19:43:03,1,0,0
938,02/06/2020,,China,2020-02-06T23:23:02,0,0,0
939,02/06/2020,,Kiribati,2020-02-06T23:23:02,0,0,0
940,02/07/2020,,Mainland China,2020-02-07T23:43:02,24953,699,1115
941,02/07/2020,,Mainland China,2020-02-07T10:13:06,1034,1,88
942,02/07/2020,,Mainland China,2020-02-07T11:33:11,1006,0,123
943,02/07/2020,,Mainland China,2020-02-07T14:03:12,914,3,86
944,02/07/2020,,Mainland China,2020-02-07T11:33:11,772,0,112
945,02/07/2020,,Mainland China,2020-02-07T05:13:07,665,0,47
946,02/07/2020,,Mainland China,2020-02-07T01:23:02,661,0,45
947,02/07/2020,,Mainland China,2020-02-07T23:33:02,426,2,31
948,02/07/2020,,Mainland China,2020-02-07T14:03:12,408,0,43
949,02/07/2020,,Mainland China,2020-02-07T11:33:11,386,0,37
950,02/07/2020,,Mainland China,2020-02-07T08:23:09,344,1,42
951,02/07/2020,,Mainland China,2020-02-07T03:23:02,297,1,33
952,02/07/2020,,Mainland China,2020-02-07T07:43:02,277,3,12
953,02/07/2020,,Mainland China,2020-02-07T06:14:15,277,1,30
954,02/07/2020,,Mainland China,2020-02-07T13:23:03,224,0,20
955,02/07/2020,,,2020-02-07T08:23:09,184,0,17
956,02/07/2020,,,2020-02-07T00:33:02,172,0,17
957,02/07/2020,,,2020-02-07T12:03:04,172,1,22
958,02/07/2020,,Mainland China,2020-02-07T23:23:04,138,0,12
959,02/07/2020,,Mainland China,2020-02-07T12:33:02,117,2,10
960,02/07/2020,Shanxi,Mainland China,2020-02-07T23:43:02,104,0,15
961,02/07/2020,Liaoning,Mainland China,2020-02-07T15:33:03,99,0,7
962,02/07/2020,Guizhou,Mainland China,,81,1,6
963,02/07/2020,Tianjin,Mainland China,,81,1,2
964,02/07/2020,Gansu,Mainland China,,67,0,9
965,02/07/2020,Jilin,Mainland China,,65,1,4
966,02/07/2020,Cruise Ship,Others,2020-02-07T16:33:03,61,0,0
967,02/07/2020,Inner Mongolia,Mainland China,2020-02-07T11:13:07,50,0,5
968,02/07/2020,Ningxia,Mainland China,,43,0,5
969,02/07/2020,Xinjiang,Mainland China,,39,0,0
970,02/07/2020,,Singapore,,30,0,0
971,02/07/2020,Hong Kong,Hong Kong,,25,1,0
972,02/07/2020,,Japan,,25,0,1
973,,,Thailand,,25,0,10
974,,,South Korea,,24,0,1
975,,Qinghai,Mainland China,,18,0,3
976,,Taiwan,Taiwan,,16,0,1
977,,,Germany,,13,0,0
978,,,Malaysia,,12,0,1
979,,Macau,,,10,0,1
980,,,,,10,0,1
981,,,,,6,0,0
982,,Queensland,,,5,0,0
983,,,,,5,0,0
984,,New South Wales,,,4,0,2
985,,Victoria,,,4,0,0
986,,British Columbia,Canada,2020-02-07T05:43:03,4,0,0
987,,,India,2020-02-03T21:43:02,3,0,0
988,,,Italy,2020-02-07T17:53:02,3,0,0
989,,,Philippines,2020-02-07T16:43:04,3,1,0
990,,,UK,2020-02-07T18:33:02,3,0,0
991,,South Australia,Australia,2020-02-02T22:33:07,2,0,0
992,,"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0
993,,,Russia,2020-01-31T16:13:45,2,0,0
994,,"Chicago, IL",US,,2,0,0
995,,"San Benito, CA",US,2020-02-03T03:53:02,2,0,0
996,,"Santa Clara, CA",US,2020-02-03T00:43:02,2,0,0
997,,,Belgium,,1,0,0
998,,,Cambodia,,1,0,0
999,,"London, ON",Canada,,1,0,0
1000,,"London, ON",Canada,,2,0,0
